subj_id,eye,trial_no,n_flash,n_beep,direction,blindspot,response
SV030,L,1,2,3,0,0,3
SV030,L,2,2,2,1,0,2
SV030,L,3,3,2,0,0,2
SV030,L,4,2,0,0,1,2
SV030,L,5,2,2,1,1,2
SV030,L,6,2,0,0,1,2
SV030,L,7,3,3,1,0,3
SV030,L,8,2,3,1,0,2
SV030,L,9,3,2,0,0,2
SV030,L,10,2,0,0,0,2
SV030,L,11,3,0,1,1,2
SV030,L,12,2,0,0,1,2
SV030,L,13,3,3,1,0,2
SV030,L,14,3,0,1,1,3
SV030,L,15,2,0,1,1,2
SV030,L,16,2,3,0,1,2
SV030,L,17,2,3,0,0,2
SV030,L,18,3,3,0,0,3
SV030,L,19,2,3,0,1,2
SV030,L,20,2,0,0,1,2
SV030,L,21,3,0,0,0,3
SV030,L,22,3,3,1,1,3
SV030,L,23,3,2,1,1,2
SV030,L,24,3,2,1,1,2
SV030,L,25,2,0,1,0,2
SV030,L,26,3,3,1,1,2
SV030,L,27,3,2,0,0,2
SV030,L,28,3,2,0,0,2
SV030,L,29,3,0,0,1,2
SV030,L,30,2,0,0,0,2
SV030,L,31,3,2,0,1,2
SV030,L,32,3,2,1,0,2
SV030,L,33,2,3,1,0,3
SV030,L,34,3,0,1,0,3
SV030,L,35,2,0,1,1,3
SV030,L,36,3,3,0,0,3
SV030,L,37,2,0,1,1,2
SV030,L,38,3,2,1,1,2
SV030,L,39,3,2,1,1,2
SV030,L,40,2,3,0,1,2
SV030,L,41,2,2,1,0,2
SV030,L,42,3,0,1,1,2
SV030,L,43,2,0,1,1,2
SV030,L,44,3,0,0,0,2
SV030,L,45,3,0,1,1,2
SV030,L,46,3,0,1,1,2
SV030,L,47,2,3,0,0,2
SV030,L,48,2,0,1,0,2
SV030,L,49,2,2,1,1,2
SV030,L,50,2,3,1,1,3
SV030,L,51,2,2,0,0,2
SV030,L,52,2,0,0,1,2
SV030,L,53,3,0,1,0,3
SV030,L,54,3,3,0,0,3
SV030,L,55,3,0,1,1,2
SV030,L,56,3,3,1,0,3
SV030,L,57,2,0,1,0,3
SV030,L,58,2,2,0,1,2
SV030,L,59,3,0,0,0,2
SV030,L,60,2,3,1,1,3
SV030,L,61,3,3,0,0,3
SV030,L,62,2,3,0,0,2
SV030,L,63,2,0,0,1,2
SV030,L,64,3,3,1,0,3
SV030,L,65,3,3,1,0,3
SV030,L,66,2,2,1,0,2
SV030,L,67,2,2,0,0,2
SV030,L,68,3,0,1,1,2
SV030,L,69,3,2,0,1,2
SV030,L,70,3,2,1,0,2
SV030,L,71,3,3,0,1,3
SV030,L,72,3,2,0,0,2
SV030,L,73,2,2,1,0,2
SV030,L,74,3,3,1,1,3
SV030,L,75,3,2,0,1,2
SV030,L,76,2,2,0,0,2
SV030,L,77,2,3,0,1,3
SV030,L,78,3,0,0,0,3
SV030,L,79,3,0,1,0,3
SV030,L,80,3,2,0,0,2
SV030,L,81,2,0,1,0,2
SV030,L,82,2,3,0,0,2
SV030,L,83,2,0,1,1,2
SV030,L,84,3,0,1,0,2
SV030,L,85,3,2,0,1,2
SV030,L,86,3,2,0,0,2
SV030,L,87,3,3,1,0,3
SV030,L,88,2,3,1,1,3
SV030,L,89,2,3,1,1,3
SV030,L,90,2,2,0,0,2
SV030,L,91,2,3,0,1,2
SV030,L,92,2,2,0,1,2
SV030,L,93,2,3,1,1,3
SV030,L,94,3,3,0,1,3
SV030,L,95,3,3,1,1,3
SV030,L,96,3,2,0,1,2
SV030,L,97,3,3,0,0,3
SV030,L,98,3,0,0,0,3
SV030,L,99,2,2,1,0,2
SV030,L,100,2,2,1,0,2
SV030,L,101,2,2,0,0,2
SV030,L,102,3,0,0,1,2
SV030,L,103,2,3,1,1,2
SV030,L,104,3,3,1,1,3
SV030,L,105,2,3,1,1,3
SV030,L,106,3,3,0,0,2
SV030,L,107,3,2,1,0,2
SV030,L,108,2,3,0,1,3
SV030,L,109,2,0,0,0,2
SV030,L,110,3,2,1,1,2
SV030,L,111,3,3,0,1,2
SV030,L,112,3,3,1,0,2
SV030,L,113,3,3,1,1,3
SV030,L,114,3,2,0,1,2
SV030,L,115,3,2,1,1,2
SV030,L,116,3,2,1,0,2
SV030,L,117,2,3,1,1,3
SV030,L,118,3,2,1,1,2
SV030,L,119,2,2,0,0,2
SV030,L,120,2,0,1,0,2
SV030,L,121,2,3,0,1,2
SV030,L,122,2,2,1,0,2
SV030,L,123,2,2,0,1,2
SV030,L,124,3,2,0,1,2
SV030,L,125,2,3,0,0,2
SV030,L,126,3,3,0,1,3
SV030,L,127,3,2,1,1,2
SV030,L,128,2,3,1,1,2
SV030,L,129,2,2,0,1,2
SV030,L,130,2,2,0,0,2
SV030,L,131,2,0,0,0,2
SV030,L,132,3,3,0,0,3
SV030,L,133,3,2,1,0,2
SV030,L,134,3,0,1,0,3
SV030,L,135,2,3,1,0,3
SV030,L,136,2,2,1,1,2
SV030,L,137,2,2,1,0,2
SV030,L,138,2,0,0,1,2
SV030,L,139,3,0,0,1,2
SV030,L,140,3,0,0,1,2
SV030,L,141,3,3,0,0,3
SV030,L,142,3,3,1,1,3
SV030,L,143,3,3,1,0,3
SV030,L,144,2,2,1,0,2
SV030,L,145,2,3,0,1,2
SV030,L,146,3,0,1,1,2
SV030,L,147,2,3,1,1,3
SV030,L,148,2,0,1,1,2
SV030,L,149,2,2,0,1,2
SV030,L,150,3,3,0,1,3
SV030,L,151,3,2,0,0,2
SV030,L,152,2,0,1,1,2
SV030,L,153,3,2,1,0,2
SV030,L,154,2,0,0,1,2
SV030,L,155,2,3,1,0,2
SV030,L,156,3,2,1,0,2
SV030,L,157,3,2,0,0,2
SV030,L,158,3,0,1,1,2
SV030,L,159,3,0,0,0,3
SV030,L,160,2,2,1,0,2
