subj_id,eye,trial_no,n_flash,n_beep,direction,blindspot,response
SV020,L,1,2,2,0,0,2
SV020,L,2,2,2,1,0,2
SV020,L,3,3,2,0,1,2
SV020,L,4,3,3,0,0,3
SV020,L,5,2,0,1,1,2
SV020,L,6,2,3,1,1,3
SV020,L,7,2,3,1,1,3
SV020,L,8,3,3,0,1,3
SV020,L,9,2,3,1,1,3
SV020,L,10,3,0,1,1,2
SV020,L,11,2,0,1,0,1
SV020,L,12,3,0,0,1,2
SV020,L,13,2,3,1,0,2
SV020,L,14,3,0,1,1,2
SV020,L,15,2,0,0,0,2
SV020,L,16,3,3,0,1,2
SV020,L,17,2,3,0,0,2
SV020,L,18,2,3,0,0,3
SV020,L,19,3,3,0,0,3
SV020,L,20,3,2,1,1,2
SV020,L,21,2,0,1,1,2
SV020,L,22,2,3,0,0,3
SV020,L,23,3,2,0,0,2
SV020,L,24,3,3,1,1,2
SV020,L,25,3,0,0,0,3
SV020,L,26,2,3,0,1,3
SV020,L,27,3,3,1,1,3
SV020,L,28,2,2,1,0,2
SV020,L,29,3,3,1,1,3
SV020,L,30,2,3,0,0,3
SV020,L,31,2,0,0,1,2
SV020,L,32,3,0,1,1,2
SV020,L,33,2,2,0,0,2
SV020,L,34,2,2,0,1,2
SV020,L,35,2,3,0,0,3
SV020,L,36,2,0,1,0,3
SV020,L,37,2,2,0,1,2
SV020,L,38,2,2,1,0,2
SV020,L,39,3,0,0,1,3
SV020,L,40,3,0,1,0,3
SV020,L,41,2,2,1,1,2
SV020,L,42,2,3,0,0,3
SV020,L,43,3,2,0,1,3
SV020,L,44,3,0,1,1,1
SV020,L,45,3,0,1,0,2
SV020,L,46,2,2,1,1,2
SV020,L,47,3,3,0,1,3
SV020,L,48,3,2,1,0,2
SV020,L,49,2,0,1,0,2
SV020,L,50,3,3,1,0,3
SV020,L,51,3,3,0,0,3
SV020,L,52,2,2,0,1,2
SV020,L,53,3,3,1,0,3
SV020,L,54,3,2,1,0,2
SV020,L,55,2,0,0,0,2
SV020,L,56,3,3,1,0,3
SV020,L,57,3,0,0,0,3
SV020,L,58,3,2,0,1,2
SV020,L,59,3,2,0,0,1
SV020,L,60,3,2,1,1,2
SV020,L,61,3,2,1,1,2
SV020,L,62,3,3,1,1,3
SV020,L,63,2,0,0,1,2
SV020,L,64,2,2,1,0,2
SV020,L,65,2,2,0,1,2
SV020,L,66,2,0,0,1,3
SV020,L,67,2,3,0,1,3
SV020,L,68,3,3,0,0,3
SV020,L,69,2,2,0,0,2
SV020,L,70,3,3,0,0,3
SV020,L,71,3,0,0,0,3
SV020,L,72,2,0,0,0,2
SV020,L,73,2,0,0,0,3
SV020,L,74,2,2,0,1,2
SV020,L,75,2,2,1,1,2
SV020,L,76,2,0,1,0,2
SV020,L,77,3,0,0,1,2
SV020,L,78,3,2,0,0,2
SV020,L,79,3,0,1,0,3
SV020,L,80,3,3,0,1,2
SV020,L,81,3,0,1,0,2
SV020,L,82,2,3,1,0,2
SV020,L,83,2,0,1,1,2
SV020,L,84,3,3,0,0,3
SV020,L,85,2,3,1,0,3
SV020,L,86,3,3,1,1,2
SV020,L,87,2,3,0,1,3
SV020,L,88,2,3,0,1,2
SV020,L,89,3,3,1,0,3
SV020,L,90,3,0,1,1,1
SV020,L,91,2,2,1,0,2
SV020,L,92,3,3,0,1,2
SV020,L,93,3,3,0,1,2
SV020,L,94,3,2,1,1,2
SV020,L,95,3,3,1,0,2
SV020,L,96,2,0,1,0,2
SV020,L,97,2,2,1,1,2
SV020,L,98,3,2,1,1,2
SV020,L,99,2,3,1,1,2
SV020,L,100,2,0,0,0,2
SV020,L,101,3,3,1,1,3
SV020,L,102,3,0,1,1,2
SV020,L,103,3,0,0,0,2
SV020,L,104,3,3,1,1,3
SV020,L,105,2,0,1,1,1
SV020,L,106,3,0,0,0,3
SV020,L,107,3,3,1,0,3
SV020,L,108,2,0,0,0,3
SV020,L,109,3,3,1,0,3
SV020,L,110,3,0,0,1,3
SV020,L,111,2,0,1,1,2
SV020,L,112,3,0,0,0,3
SV020,L,113,2,2,0,0,2
SV020,L,114,2,0,0,1,2
SV020,L,115,3,2,0,1,2
SV020,L,116,2,2,0,0,2
SV020,L,117,3,2,0,1,2
SV020,L,118,3,3,0,0,3
SV020,L,119,2,0,1,0,2
SV020,L,120,3,2,1,0,2
SV020,L,121,2,0,1,0,2
SV020,L,122,3,3,0,1,3
SV020,L,123,3,3,0,0,3
SV020,L,124,3,2,0,0,2
SV020,L,125,3,2,1,1,2
SV020,L,126,2,3,1,1,2
SV020,L,127,3,0,1,1,2
SV020,L,128,2,0,0,1,2
SV020,L,129,2,2,0,1,2
SV020,L,130,3,2,0,0,2
SV020,L,131,3,0,1,0,2
SV020,L,132,3,2,1,0,2
SV020,L,133,3,2,1,1,2
SV020,L,134,3,3,0,0,2
SV020,L,135,2,0,1,0,3
SV020,L,136,2,2,1,0,2
SV020,L,137,3,2,1,0,2
SV020,L,138,2,2,0,0,2
SV020,L,139,3,2,0,0,2
SV020,L,140,3,3,0,1,3
SV020,L,141,2,3,0,1,3
SV020,L,142,2,2,1,0,2
SV020,L,143,3,3,1,1,3
SV020,L,144,3,3,1,0,2
SV020,L,145,2,2,1,0,2
SV020,L,146,2,3,1,0,3
SV020,L,147,3,3,0,1,3
SV020,L,148,3,0,0,0,3
SV020,L,149,3,2,1,1,2
SV020,L,150,2,0,1,0,2
SV020,L,151,2,0,0,1,1
SV020,L,152,3,2,1,0,2
SV020,L,153,3,2,0,0,2
SV020,L,154,2,3,1,0,2
SV020,L,155,3,0,0,0,2
SV020,L,156,2,3,1,0,3
SV020,L,157,3,3,1,1,3
SV020,L,158,3,0,1,0,2
SV020,L,159,3,3,0,0,3
SV020,L,160,3,0,0,1,3
SV020,L,161,3,2,1,0,2
SV020,L,162,2,2,0,1,2
SV020,L,163,3,0,0,1,2
SV020,L,164,3,2,0,1,2
SV020,L,165,2,2,0,0,2
SV020,L,166,2,0,0,1,2
SV020,L,167,2,0,1,1,2
SV020,L,168,2,2,1,1,2
SV020,L,169,2,3,1,1,3
SV020,L,170,2,3,0,1,2
SV020,L,171,3,0,0,1,2
SV020,L,172,2,3,0,0,3
SV020,L,173,2,3,1,1,2
SV020,L,174,2,3,0,1,2
SV020,L,175,2,3,1,1,2
SV020,L,176,2,3,0,1,2
SV020,L,177,3,2,0,0,2
SV020,L,178,3,2,0,0,2
SV020,L,179,3,3,0,1,3
SV020,L,180,2,2,1,1,2
SV020,L,181,3,2,0,1,2
SV020,L,182,2,0,0,0,2
SV020,L,183,2,3,0,1,3
SV020,L,184,2,3,1,0,3
SV020,L,185,2,0,0,1,3
SV020,L,186,2,2,1,0,2
SV020,L,187,2,0,1,1,2
SV020,L,188,2,3,1,1,3
SV020,L,189,2,3,0,0,3
SV020,L,190,3,2,0,1,2
SV020,L,191,2,3,1,0,3
SV020,L,192,3,2,0,1,2
SV020,L,193,3,0,1,1,2
SV020,L,194,2,3,1,1,2
SV020,L,195,2,2,1,0,2
SV020,L,196,3,0,1,0,2
SV020,L,197,2,0,1,1,2
SV020,L,198,2,3,0,0,3
SV020,L,199,3,2,0,0,2
SV020,L,200,3,0,1,0,2
SV020,L,201,2,3,0,1,3
SV020,L,202,2,0,0,0,2
SV020,L,203,3,3,1,0,3
SV020,L,204,3,0,0,1,2
SV020,L,205,2,2,1,1,2
SV020,L,206,2,0,0,0,3
SV020,L,207,2,3,1,0,2
SV020,L,208,2,0,0,1,2
SV020,L,209,3,0,1,0,3
SV020,L,210,2,0,1,1,3
SV020,L,211,3,2,1,1,2
SV020,L,212,2,2,0,0,2
SV020,L,213,3,0,1,1,2
SV020,L,214,3,2,1,0,2
SV020,L,215,2,0,0,1,2
SV020,L,216,3,0,1,1,2
SV020,L,217,3,2,1,1,2
SV020,L,218,3,2,1,0,2
SV020,L,219,2,2,0,0,2
SV020,L,220,2,2,0,0,2
SV020,L,221,2,2,1,1,1
SV020,L,222,2,3,1,0,3
SV020,L,223,3,2,1,0,2
SV020,L,224,3,0,0,0,3
SV020,L,225,2,2,0,1,2
SV020,L,226,3,0,0,1,3
SV020,L,227,2,2,1,1,2
